row_key,question_scope,week_open_utc,pair,candidate_b_side,box_model,session_id,session_label,start_mode_id,start_status,start_side,start_timestamp_utc,trigger_basis,valid_geometry_basis,geometry_regime_m1,geometry_regime_adr_event,geometry_harvestable_candidate_m1,geometry_harvestable_candidate_adr_event,session_range_adr,pe_m1_1_session,pe_adr_event_1_session,entry_range_adr,adaptive_spacing_adr,required_extension_adr,session_mid_price,start_price,start_distance_from_mid_adr,start_delay_minutes_from_entry_start,relaxed_sweep_rejection_candidates,strict_sweep_rejection_displacement_candidates,candidate_b_alignment,david_alignment,david_state_at_start,david_raw_state_at_start,david_ma_at_start,david_rsi_at_start,sweep_timestamp_utc,rejection_timestamp_utc,displacement_timestamp_utc,sweep_depth_adr,displacement_body_adr,eod_flatten_timestamp_utc,eod_mfe_adr,eod_mae_adr,eod_mfe_quantum_units,eod_mfe_timestamp_utc,eod_mae_timestamp_utc,eod_close_pnl_adr,eod_hit_1q,eod_hit_2q,eod_hit_3q,next_day_flatten_timestamp_utc,next_day_mfe_adr,next_day_mae_adr,next_day_mfe_quantum_units,next_day_close_pnl_adr,next_day_hit_1q,next_day_hit_2q,next_day_hit_3q,full_available_mfe_adr,full_available_mae_adr,full_available_mfe_quantum_units,hold_until_profit_first_positive_timestamp_utc,hold_until_profit_first_1q_timestamp_utc,hold_until_profit_first_2q_timestamp_utc,hold_until_profit_first_3q_timestamp_utc,content_hash
2022-01-10T00:00:00.000Z|AUDCAD|archived_utc|ny|2022-01-14|strict_sweep_rejection_displacement,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,AUDCAD,LONG,archived_utc,ny|2022-01-14,NY,strict_sweep_rejection_displacement,blocked_no_start,,,strict_katarakti,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.73741,0.000897,0.035294,0.348845,0.245803,0.245803,0.908945,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9C35FCD2B5E8F77DAB42DAEA6D17001FF44E027B4576BA9B0F4CB8F308E39853
2022-01-10T00:00:00.000Z|AUDCAD|archived_utc|ny|2022-01-14|relaxed_sweep_rejection,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,AUDCAD,LONG,archived_utc,ny|2022-01-14,NY,relaxed_sweep_rejection,blocked_no_start,,,sweep_rejection,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.73741,0.000897,0.035294,0.348845,0.245803,0.245803,0.908945,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34C498F48E08B8FF689FA98950673960BCFECE30AE39268196DF4A3168B538D9
2022-01-10T00:00:00.000Z|AUDCAD|archived_utc|ny|2022-01-14|first_mean_extension_touch,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,AUDCAD,LONG,archived_utc,ny|2022-01-14,NY,first_mean_extension_touch,found,LONG,2022-01-14T13:00:00.000Z,session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.73741,0.000897,0.035294,0.348845,0.245803,0.245803,0.908945,0.90712,0.315169,0,0,0,1,1,DOWN,DOWN,0.91007,45.74582,,,,,,2022-01-14T21:00:00.000Z,0.120887,0.227958,0.491804,2022-01-14T14:53:00.000Z,2022-01-14T13:34:00.000Z,0.003454,false,false,false,2022-01-15T21:00:00.000Z,0.120887,0.227958,0.491804,0.003454,false,false,false,0.120887,0.227958,0.491804,2022-01-14T13:31:00.000Z,,,,870A149CE4EA22A8B76C30D7F69E52CB028F9B694739585D15AB83B70E75257D
2022-01-10T00:00:00.000Z|AUDCAD|archived_utc|ny|2022-01-14|candidate_b_geometry_start,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,AUDCAD,LONG,archived_utc,ny|2022-01-14,NY,candidate_b_geometry_start,found,LONG,2022-01-14T13:00:00.000Z,candidate_b_session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.73741,0.000897,0.035294,0.348845,0.245803,0.245803,0.908945,0.90712,0.315169,0,0,0,1,1,DOWN,DOWN,0.91007,45.74582,,,,,,2022-01-14T21:00:00.000Z,0.120887,0.227958,0.491804,2022-01-14T14:53:00.000Z,2022-01-14T13:34:00.000Z,0.003454,false,false,false,2022-01-15T21:00:00.000Z,0.120887,0.227958,0.491804,0.003454,false,false,false,0.120887,0.227958,0.491804,2022-01-14T13:31:00.000Z,,,,6A55C81D968E0DF9947158362142F76AB1F9C9AC26E96ECE6711D3D3F7459B33
2022-01-10T00:00:00.000Z|AUDCAD|archived_utc|ny|2022-01-14|david_contra_geometry_start,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,AUDCAD,LONG,archived_utc,ny|2022-01-14,NY,david_contra_geometry_start,found,LONG,2022-01-14T13:00:00.000Z,david_contra_session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.73741,0.000897,0.035294,0.348845,0.245803,0.245803,0.908945,0.90712,0.315169,0,0,0,1,1,DOWN,DOWN,0.91007,45.74582,,,,,,2022-01-14T21:00:00.000Z,0.120887,0.227958,0.491804,2022-01-14T14:53:00.000Z,2022-01-14T13:34:00.000Z,0.003454,false,false,false,2022-01-15T21:00:00.000Z,0.120887,0.227958,0.491804,0.003454,false,false,false,0.120887,0.227958,0.491804,2022-01-14T13:31:00.000Z,,,,3E2015557A48C83815D7F94A475F6466C607281FD923FE3E6D175000A7ABF612
2022-01-10T00:00:00.000Z|AUDCAD|ny_clean_et|ny_clean_morning|2022-01-11|strict_sweep_rejection_displacement,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,AUDCAD,LONG,ny_clean_et,ny_clean_morning|2022-01-11,NY,strict_sweep_rejection_displacement,blocked_no_start,,,strict_katarakti,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.64588,0.007689,0.067449,0.310851,0.215293,0.215293,0.90838,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E051A0E13F0957FC9FBB480D08291AFAA0AF754FD417029BEEE98DEF8EA25649
2022-01-10T00:00:00.000Z|AUDCAD|ny_clean_et|ny_clean_morning|2022-01-11|relaxed_sweep_rejection,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,AUDCAD,LONG,ny_clean_et,ny_clean_morning|2022-01-11,NY,relaxed_sweep_rejection,found,LONG,2022-01-11T15:52:00.000Z,sweep_rejection,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.64588,0.007689,0.067449,0.310851,0.215293,0.215293,0.90838,0.90654,,172,1,0,1,,,,,,2022-01-11T15:51:00.000Z,2022-01-11T15:52:00.000Z,,0.126068,,2022-01-11T21:00:00.000Z,0.155426,0.131248,0.721928,2022-01-11T19:49:00.000Z,2022-01-11T18:07:00.000Z,0.055263,false,false,false,2022-01-12T21:00:00.000Z,0.894563,0.483547,4.155096,0.85657,true,true,true,1.094889,0.483547,5.085576,2022-01-11T15:53:00.000Z,2022-01-12T14:08:00.000Z,2022-01-12T14:49:00.000Z,2022-01-12T15:21:00.000Z,94E103E47BCE053835DD6C28FA3B6957C6A2777615DC3C9C9AA261C9ED7C992B
2022-01-10T00:00:00.000Z|AUDCAD|ny_clean_et|ny_clean_morning|2022-01-11|first_mean_extension_touch,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,AUDCAD,LONG,ny_clean_et,ny_clean_morning|2022-01-11,NY,first_mean_extension_touch,found,LONG,2022-01-11T13:00:00.000Z,session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.64588,0.007689,0.067449,0.310851,0.215293,0.215293,0.90838,0.90652,0.324667,0,1,0,1,,,,,,,,,,,2022-01-11T21:00:00.000Z,0.15888,0.151971,0.737971,2022-01-11T19:49:00.000Z,2022-01-11T13:46:00.000Z,0.058717,false,false,false,2022-01-12T21:00:00.000Z,0.898017,0.480093,4.171139,0.860024,true,true,true,1.098343,0.480093,5.10162,2022-01-11T13:01:00.000Z,2022-01-12T14:07:00.000Z,2022-01-12T14:49:00.000Z,2022-01-12T15:20:00.000Z,29F549CF58891956C0F2398C9F6266AB5E44C5F18684276EF36521C414100D6E
2022-01-10T00:00:00.000Z|AUDCAD|ny_clean_et|ny_clean_morning|2022-01-11|candidate_b_geometry_start,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,AUDCAD,LONG,ny_clean_et,ny_clean_morning|2022-01-11,NY,candidate_b_geometry_start,found,LONG,2022-01-11T13:00:00.000Z,candidate_b_session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.64588,0.007689,0.067449,0.310851,0.215293,0.215293,0.90838,0.90652,0.324667,0,1,0,1,,,,,,,,,,,2022-01-11T21:00:00.000Z,0.15888,0.151971,0.737971,2022-01-11T19:49:00.000Z,2022-01-11T13:46:00.000Z,0.058717,false,false,false,2022-01-12T21:00:00.000Z,0.898017,0.480093,4.171139,0.860024,true,true,true,1.098343,0.480093,5.10162,2022-01-11T13:01:00.000Z,2022-01-12T14:07:00.000Z,2022-01-12T14:49:00.000Z,2022-01-12T15:20:00.000Z,6FA9B4456B36037555D3C02E5B242056B5DC497AACA6F9F1FF8BE167404A18B9
2022-01-10T00:00:00.000Z|AUDCAD|ny_clean_et|ny_clean_morning|2022-01-11|david_contra_geometry_start,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,AUDCAD,LONG,ny_clean_et,ny_clean_morning|2022-01-11,NY,david_contra_geometry_start,blocked_no_david_side,,,david_contra_session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.64588,0.007689,0.067449,0.310851,0.215293,0.215293,0.90838,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45B080173B127279480F8AF8ED7AFADA44AE43DD4D179E3B425B6A48006B4ABF
2022-01-10T00:00:00.000Z|AUDCAD|ny_clean_et|ny_clean_evening|2022-01-12|strict_sweep_rejection_displacement,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,AUDCAD,LONG,ny_clean_et,ny_clean_evening|2022-01-12,ASIA_LONDON,strict_sweep_rejection_displacement,blocked_no_start,,,strict_katarakti,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,1.295216,0.005358,0.047059,0.512905,0.3,0.3,0.90797,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D654E525703C68F3340A5AE7C5A279B7ED586AF2C52ADB2503C6F63FB005FB72
2022-01-10T00:00:00.000Z|AUDCAD|ny_clean_et|ny_clean_evening|2022-01-12|relaxed_sweep_rejection,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,AUDCAD,LONG,ny_clean_et,ny_clean_evening|2022-01-12,ASIA_LONDON,relaxed_sweep_rejection,blocked_no_start,,,sweep_rejection,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,1.295216,0.005358,0.047059,0.512905,0.3,0.3,0.90797,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEBECED0221D60B4E4072BA5DF749FAC9C43A942EF25D8C569B5B7F3E9AF455B
2022-01-10T00:00:00.000Z|AUDCAD|ny_clean_et|ny_clean_evening|2022-01-12|first_mean_extension_touch,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,AUDCAD,LONG,ny_clean_et,ny_clean_evening|2022-01-12,ASIA_LONDON,first_mean_extension_touch,found,SHORT,2022-01-12T23:05:00.000Z,session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,1.295216,0.005358,0.047059,0.512905,0.3,0.3,0.90797,0.91082,0.49909,0,0,0,-1,-1,DOWN,UP,0.908217,54.37236,,,,,,2022-01-13T21:00:00.000Z,0.157153,0.355752,0.523843,2022-01-13T02:08:00.000Z,2022-01-13T10:25:00.000Z,0.003454,false,false,false,2022-01-14T21:00:00.000Z,0.866931,0.355752,2.88977,0.635519,true,true,false,0.866931,0.355752,2.88977,2022-01-12T23:06:00.000Z,2022-01-14T08:46:00.000Z,2022-01-14T09:52:00.000Z,,03FE884439DC3AD5DF69EE4D3BA045B1D1A005F0DBE9D1E70E6865E9BCDF7D9F
2022-01-10T00:00:00.000Z|AUDCAD|ny_clean_et|ny_clean_evening|2022-01-12|candidate_b_geometry_start,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,AUDCAD,LONG,ny_clean_et,ny_clean_evening|2022-01-12,ASIA_LONDON,candidate_b_geometry_start,blocked_no_start,,,candidate_b_session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,1.295216,0.005358,0.047059,0.512905,0.3,0.3,0.90797,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61866B547E48CB675CC8624EFAD6287FF2ABE8BC0B3D7A72013D2ACE8DF77BD6
2022-01-10T00:00:00.000Z|AUDCAD|ny_clean_et|ny_clean_evening|2022-01-12|david_contra_geometry_start,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,AUDCAD,LONG,ny_clean_et,ny_clean_evening|2022-01-12,ASIA_LONDON,david_contra_geometry_start,blocked_no_start,,,david_contra_session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,1.295216,0.005358,0.047059,0.512905,0.3,0.3,0.90797,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66215511357D7C65F6C90CCE37FA864C550EB45CE7D3EEA4450D8D477559370B
2022-01-10T00:00:00.000Z|AUDCAD|ny_clean_et|ny_clean_morning|2022-01-14|strict_sweep_rejection_displacement,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,AUDCAD,LONG,ny_clean_et,ny_clean_morning|2022-01-14,NY,strict_sweep_rejection_displacement,blocked_no_start,,,strict_katarakti,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.740863,0.000897,0.035294,0.348845,0.246954,0.246954,0.908955,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1DBDBEC7E247FC3AA44D6BE3842C22FB31A816C87D4A0B434C52645454826008
2022-01-10T00:00:00.000Z|AUDCAD|ny_clean_et|ny_clean_morning|2022-01-14|relaxed_sweep_rejection,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,AUDCAD,LONG,ny_clean_et,ny_clean_morning|2022-01-14,NY,relaxed_sweep_rejection,blocked_no_start,,,sweep_rejection,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.740863,0.000897,0.035294,0.348845,0.246954,0.246954,0.908955,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4A519F64FF8251328085DCDA13400A5F69B88CC0192453D9BDAD8011348EA537
2022-01-10T00:00:00.000Z|AUDCAD|ny_clean_et|ny_clean_morning|2022-01-14|first_mean_extension_touch,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,AUDCAD,LONG,ny_clean_et,ny_clean_morning|2022-01-14,NY,first_mean_extension_touch,found,LONG,2022-01-14T13:00:00.000Z,session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.740863,0.000897,0.035294,0.348845,0.246954,0.246954,0.908955,0.90712,0.316896,0,0,0,1,1,DOWN,DOWN,0.91007,45.74582,,,,,,2022-01-14T21:00:00.000Z,0.120887,0.227958,0.489512,2022-01-14T14:53:00.000Z,2022-01-14T13:34:00.000Z,0.003454,false,false,false,2022-01-15T21:00:00.000Z,0.120887,0.227958,0.489512,0.003454,false,false,false,0.120887,0.227958,0.489512,2022-01-14T13:31:00.000Z,,,,5F1F5C4CE92E1B18AFB01922838F2CA8BF5CD9581C6D5D949C160E2C53DECF75
2022-01-10T00:00:00.000Z|AUDCAD|ny_clean_et|ny_clean_morning|2022-01-14|candidate_b_geometry_start,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,AUDCAD,LONG,ny_clean_et,ny_clean_morning|2022-01-14,NY,candidate_b_geometry_start,found,LONG,2022-01-14T13:00:00.000Z,candidate_b_session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.740863,0.000897,0.035294,0.348845,0.246954,0.246954,0.908955,0.90712,0.316896,0,0,0,1,1,DOWN,DOWN,0.91007,45.74582,,,,,,2022-01-14T21:00:00.000Z,0.120887,0.227958,0.489512,2022-01-14T14:53:00.000Z,2022-01-14T13:34:00.000Z,0.003454,false,false,false,2022-01-15T21:00:00.000Z,0.120887,0.227958,0.489512,0.003454,false,false,false,0.120887,0.227958,0.489512,2022-01-14T13:31:00.000Z,,,,FDB3E887C52B47FE2671DAF2359EE46B7790B645A2A450EE033A38EB34BB19D2
2022-01-10T00:00:00.000Z|AUDCAD|ny_clean_et|ny_clean_morning|2022-01-14|david_contra_geometry_start,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,AUDCAD,LONG,ny_clean_et,ny_clean_morning|2022-01-14,NY,david_contra_geometry_start,found,LONG,2022-01-14T13:00:00.000Z,david_contra_session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.740863,0.000897,0.035294,0.348845,0.246954,0.246954,0.908955,0.90712,0.316896,0,0,0,1,1,DOWN,DOWN,0.91007,45.74582,,,,,,2022-01-14T21:00:00.000Z,0.120887,0.227958,0.489512,2022-01-14T14:53:00.000Z,2022-01-14T13:34:00.000Z,0.003454,false,false,false,2022-01-15T21:00:00.000Z,0.120887,0.227958,0.489512,0.003454,false,false,false,0.120887,0.227958,0.489512,2022-01-14T13:31:00.000Z,,,,3D0CDC7659AEAD1B06273CDDECA455EB8982A902A5C98D8E783AEF50C6C74CF6
